I,I7,2
I,V7/V,4
I,vi,1
I7,vi7,2
I7,IV,1
iio7,I,1
iii7,I,2
IV,iio7,1
V7/V,V,2
V7/V,V7,2
V,I,2
V7,iii7,2
vi,I7,1
vi7,I,2
